,Paradigms,JudgingType
258,hello lay parent judge newton south name darya priklonskaya pleasure lay judge would appreciate guys would speak little slower clearer understand pretend know almost nothing topic warranting explaining specific terms relating topic would nice assume know jargon therefore put simpler terms possible general keep mind part voting depend well understand teams argument even team might great points go final decision understand moreover signpost flowing easier benefit weigh morals different impacts obviously example team impact 15 billion dollars another team impact 1 billion lives say something would saying life 15 dollars judge instead say lives irreplaceable therefore impact important guys get point lastly courteous show respect know said lot criteria feeling someone judging stresses try pretend debating bystander thats fun debating guys stress plenty tournaments come,1
259,debated four years 20172021 national circuit montgomery blair wantill try best adapt specific things 1 nice 2 dislike underdeveloped arguments arguments understand explained 3 steal prep 4 cool postrounding happy answer questions best way contact via fb messenger eli qian email edueqian gmail dot com,2
260,general philosophy run whatever fast clear anything except racist sexist homophobic etc arguments notes evaluate argumentstopicality threshold topicality either aff topical said evaluating topicality key interpretation first level analysis whether aff meets neg interpretation aff meets neg interpretation aff topical judged far many debates negative argues interpretation better education ground etc address aff meets negative interpretation angry affirmative aff meets neg interpretation end topicality debateif aff meet need decide interpretation better arguments standards relate 1 standards important evaluate 2 either negative affirmative interpretation better terms standards example ground better standard affirmative negative interpretation better ground based evaluate standards use interpretation better terms standards admit fact lawyer done several cases statutory interpretation influences see resolution statement many meanings goal topicality determine meaning best whether affirmative meets meaningi listen critiques notion topicality evaluate particular bias either waytheory fine slow giving several rapid fire theory arguments much tags default impact theory argument reject argument team put need voter argument presented need clearly articulated reasons team lose argumentdisadvantages counterplans fine although people may believe happy judging counterplan disad judging k particular views either types arguments note however defensive arguments win positions aff wins link disad neg wins risk link risk needs evaluated risk impacts aff wins case debates tooks arguments specific links less pursuaded generic links state always x unless told otherwise see alternatives ks possible worlds avoid criticism worlds negative advocating mind see ks differently counterplans disads trying argue kritiks counterplans floating pic arguments example works well find critical debates devolve counterplan disad jargon confusing difficult judge miss point argument philosophical challenge affirmative way framework arguments ks fine although generally find persuasive theory arguments kritiks bad although dropped however higher level debates whether policy analysis critical analysis better way approach world fine evaluate arguments nontraditional affs open evaluate arguments illegitimate although prefer juding substantive debates types rounds tend affs say topic true way necessarily plan action otherwise depending debated remain flowcentric debates unless arguments otherwise,3
261,speak clearly reasonable pace ie spreading expect every argument clear point linked properly buy impact need clear link ill paying attention engage teams arguments weighing sure carry arguments drop points respond opponents refutation point assuming youre dropping flow judge experience formats keep importantly respectful enriching,2
262,understand limits need speak slowly enough understand clearly,1
263,hey chris debated newark science four years ld policy start id say although known particular kind debater encourage best whether kant theory performance etcas common rule go top speed beginning speeches go slower build speed get accustomed voice ive times debaters started top speed wasnt really fast wasnt accustomed voice missed arguments prevent start blazing fast build top speed ive come realize probably worst flowers activity doesnt mean wont hold answering arguments mean far less likely get 5 point response next person take willim far tabula rasa judge say anything reinforces racist heterosexist ableist norms say youll always lose kant wilderson rather way frame phrase arguments say kantianism x z solves k willing say kant says empirical realities matter therefore racism doesnt exist doesnt matteron note advocate argument engagement rather evasion understand importance preclusion arguments point assertions try disregard entire positions must draw line highly skeptical argument util means postfiat impacts matters therefore disregard k prefiat less likely listen ktheory dump vice versa explain position interacts cool layering fact encourage layering doesnt mean need blanket assertions fairness inextricable aspect therefore comes everything else id rather argue fairness comes arguments x yi theory debates approached holistically reason often times sentence x key arguments sometimes long link chains x key key z key key fairness guarantee miss links either slow nice overview call theory shell feel intervenethese thoughts judging camp whatever worry ballot judge ill probably add paradigm specific questions email cfquiroz gmailcomupdate call cards unlessa feel misflowed something outside debaters controlb dispute saysc rhetoric non underlined parts card become relevantotherwise expect debaters clearly articulate piece says goes line larger issue extensions extend x says extension warrants analysis nuance proves argument true assertion x person said true,3
264,pf 3 years competed local national circuit flow judge always evaluate framework first look towards best provides offense framework collapse going everything takes away ability provide narrative arguments argument present summary final focus means extending warrant giving detailed analysis impacts argument extending card tags alone enough importantly weigh neither teams weigh ill forced intervene determine important might necessarily agree end final note stickler meaning appreciate explicitly says trying communicate appreciate logical analysis well instances may serve benefit probably didnt cover everything feel free ask specific questions,2
265,hello debaters excited judge today parent judge relatively new judging things ill looking clear articulation analysis support arguments team balance diplomacy best looking forward,1
266,debating evaluate based preparation organization arguments presented competitors introduced attack ones position topic important rebuttal defense provided protect ones validity remain active participant maintaining ones composure still displaying extent passion topic accounted deciding competitors status additional idea keep mind sure speak coherently reasonable pace feasibly listen details within debaters argument first judging must notify competitors understanding jargon speak terms understand thank,2
267,add email chain rohithraman4 gmailcom tufts 25 college really top level stuff first year havent much experience judging thoughts arent set stone insanely clear great flow especially online whatever youre clear fully fleshing args fine said almost exclusively invested k throughout high school ideal 1nc 6 policy strat pref much lower 2nr 2ar frame decision args comes first etc judge instruction rewarded makes decisions easier tech truth however wont arg dropped impact shitty person understand interact spaces change accordingly ill stop theres anything racist sexist homophobic etc said goes without saying disclosure notes year go little slower usually would record speeches case someone cuts online know little topic limit amount topic specific jargon use fw neg approach fw point broader vision team discussions forwarding differentiate two vision model engagement come secondary another impact likely get ballot explicate end point model example find discussions clash refine political strategies create better advocates much persuasive argument keeping clash simply preserve game going explaining certain things matter help ton 2nc 2nr able win exportable impact argue gets better throughout year alongside aff offense either ssd tva great spot find shocking ton fw teams go rounds without mentioning specific stuff aff engage aff creative interps standards answers always preferred diversify approach aff always need tusfg procedural fairness impact especially theres actual explanation talking unfairness looks examples inability engage etc prefer deliberation skills clash based args opposed fairness gets question matters fairness debates end becoming question external net benefit clash education starting makes sense ssd tva areas easily access aff offense aff teams know answer ssd need explain reading neg would look etc tva doesnt need solve aff need able include affs discussion somehow especially aff reasons discussion matters neg teams simply say tva doesnt need solve move isnt sufficient forget case significant case push makes neg ballots way viable k affs anything go presumption aff tend lean aff debates sure isnt ambiguity aff clear quickly ill presumption sure explain end point model causes aff impact + thats bad personally impact turn strats much better focusing counterinterp often forces aff find common ground offense regardless decide strat go stick love das target form content fw crafty counterinterps always great sort topic link use advantage crux fw answers k stuff general primarily afropessimism black nihilism baudrillard semiocap james settler colonialism familiar ks varying degrees regardless nuanced explanation theory important fine debaters reading stuff outside subject position requires understanding identity relates arguments sometimes change way arg whether thats approach talking instances violence alternative opponents always push kinds questions clear team thought relationship scholarship havent fine longer overviews way strategic easier flow shorter work lbl really smaller ks piks actually strategic benefit k v policy framework probably important part debates determines view literally everything else winning fw alt needed long framing stuff correctly generic links fine especially broader fw push long getting specific extending obviously specific link better giving examples pulling quotes extending links k v k best debates well executed methods need explained alt aff spending include examples quotes etc alt resolving either impact links aff go nonunique da need significant offense case said explain perms fully simply showing ideological similarity authors lit bases perm look application examples really helpful tend lean aff question perms methods standard competition tests legitimacy links agree perms debates zero sense theory power stuff get pretty muddled clear auto win better theory power helps policy stuff judge 8 debates ill back would much rather limit cards block use analytical arguments rather card dump either way sure actual engagement default competing interps specific interps better debates get really confusing annoying explain things definitions interp looks fully case lists describing debates would look model always helpful cps try explanation perm looks outside perm cp 2ac really care judge kick neg doesnt go ill kick go offense sure das mean extend properly offense w pretty straight forward random theory stuff hate debates nothing really abusive 2ar goes theory work comparing impacts stuff 2nr goes stuff cx really important flow rude unnecessarily cut people recutting ev always persuasive definitely get offense unhighlighted parts cards laugh ld pf closer policy better,3
268,luck debaters look forward listening help listen well decision could speak clearly slowly demonstrate team work within team respect opponent team show passion towards case precise arguments hi daughter mom typical lay judge whose main focus choosing winner speak aka delivery listens quality responses quantity flows responses extend final focus fun,2
269,clear rounds go moderate speeds paint ballot able listen summary final focus know care arguments,1
270,hi thanks looking paradigm fairly new judge familiar terms go fast fairly generous speaker points likely give 2830 tolerate disrespect keep clean,1
271,parli debater harvard theory,1
272,hello judging harvard 2022 get tabroom r1 mistake already emailed tab get new judge shortly 334pm glhf __________________________________________________________ hdc mindful rhetoric responding race structural violence arguments summarize paradigm dropped argument true collapse weigh evaluate new arguments brought second final focus fact summary little late reading new defense ff must summary well first rebuttal would prefer go case responded yet additionally need tell framing cba util opponents sometimes looking stopwatch keep opponents honest go 30+ seconds cut dock speaks online turn cameras ____________________________________________________________________________ debated 4 years national circuit cranbrook mi currently sophomore carnegie mellon statistics machine learning email chain harryjiaren gmailcom general speed fine spread ill clear needed roadmap signpost guess someone else panel hates roadmaps need dropped argument true argument extended properly offense needs sum ff extend warrants impacts author names tags collapse theory fine used check back real abuse default competing interps yes rvi evaluate ks less confident ability handle properly ive ever done pf tricks presume whoever lost toss unless give reasons something else trigger warnings necessary personally fan probability weighing win links probability high rebuttal 2nd rebuttal must fl turns threshold responses second rebuttal offensive overviews low second half first summary extend defense go everything piece dropped td enough weighing must start summary offense must weighed,2
273,although strive unbiased possible tend many even mystery discover reject fundamentally impossible disclose luck,1
274,former oklahoma theater communications association state policy champion 1998 debated ceda college went coach southern oklahoma jr high high school competitive teams stock issues legal model topicality significance harm inherency solvency advantage disadvantage policy making legislative model weigh advantages versus disadvantages hypothesis testing social science model negative position may contradictory tests truth affirmative must stand tests true tabula rasa democracy anarchy model whatever basis decision debaters agree used judging standard game player gaming model rulegoverned game play judged rules familiar judging paradigms believe follow present argument support without analysis default stock issues judge additional insight judge individual issues see following link https wwwnfhsorg media 869102 cxparadigmspdf,2
275,hi name ria competed policy pf lincolndouglas four years high school ive judging policy ld congress pf parli since ive judged wacfl vhsl several ca hs debates far ive judged every kind metrofinals state semifinals ive judged semifinal elimination rounds final finals hs national championships nsda nationals dc send plans start judge much able consider framework go finer points argument email riamerrill yahoocom speed prefer debaters speak 70 maximum speed appreciate spreading spreading rounds highly discourage debaters responsibility sure hear contentions etc didnt hear cant judge statement didnt hear prep let know start take running prep set minutes arguments keeping keep arguments highly encourage debaters keep argument keep opponents speeches order encourage nice tight arguments come prepared ask prep start done earlier always use reasonability standard judging arguments running theory asking judge intervene deem appropriate much judge appreciate cross xs run judge accordingly matter topicality fine sure specify impact topicality narratives fine long preface framework explains narratives impact case without backing strong examples depresses frankly ruins framework argument case aff neg arguments obviously racist sexist homophobic transphobic islamophobic antisemitic etc ok lose go ahead run enjoy substantive real clash versus ill formed half baked ideas illlinked impacts appreciate weighing mechanisms explain weigh impacts opponents rudeness ie talking opponent already speaking first lose speaker points overall really value clear logical presentations case clearer logical framework stronger case likely get much hearing information repeated multiple times keep arguments fresh appreciate debaters give voters final speeches speaker points judge primarily 2530 given 21 debaters neglected bring laptops spoke extemporaneously policy severely penalized debater referred africa country 6 times africa country value clear minimization speeches sentence fillers ahhhs ummms language fluency flow highly valued judge terms rewarding speaker points 25 problematic gaping flaws speeches huge amounts left unused blatantly offensive things said patently incorrect information cited glaring rhetorical issues 26 milquetoast debater consistent issues clarity management presenting case context argument times language fluency flow speeches makes understanding believing case much difficult 275 average speaker made glaring mistakes nevertheless persistent apparent errors fluency clarity areas rhetoric 285 average speaker made mistakes made minor mistakes repeated speaker compelling used rhetorical devices strategies well 30 perfect breaks fluency issues clarity regardless speed strong use rhetorical devices strategies take points lack fluency clarity fast speaking speed often creates judging style strongly look toward framework impact analysis support claims much value specific statistics claim general statement asserted without dismissed without christopher hitchens met beirut grad school 2009 went cocktails gave grad school class american u beirut happily tipsy hitchens decided go running banshee late night beirut streets decided rip poster ssnp syrian nationalist party slogan apparently within sight ssnp nationalists promptly beaten bunch syrian nationalists beirut night always feel bad hitchens listened advice stay bar beating ssnp thugs wouldnt happened hitchens dead 2 years later rip counterplans fine counterplans tight cogent counterplan topical virtual stay frame camera share plans add email chain riamerrill yahoocom look forward get judge really excited clashy,2
276,name mehedi hasan rifad school affiliation military institute science technology number years judging public forum less 1 number years competing public forum less 1 number years judging forensic activities less 1 number years competing forensic activities less 1 coach events coach coach current occupation student opinions beliefs following play speed delivery fast cause greater persuasion wont achieved talk fast format summary speeches line line big picture big picture generalize oppositions case still need engage every arguments role final focus persuading judge team wins extension arguments later speeches counted final focus topicality important thing plans specific plans models required kritiks try engage oppositions best case flowing notetaking hugely important miss important things value argument notice style team plans win argument opinion argument extended rebuttal summary speeches focus summary team second speaking team answer opponents rebuttal first rebuttal enough cover opponents case well arguments first raised grand crossfire would judge try engage oppositions case easier judge,2
277,phd candidate binghamton university political science pronouns extemper normally judge pf ld comfortable circuit super involved anymore strike idea perfect tricks vaguely engages resolution always fine trad update virtual nat circuit take spread 8 65 share case doc slow theory arent sharing doc spread catch wont go flow add thread tarasriggs gmailcom ld tech truth within reason frequently hate arguments still need legitimate warrant reasonable need win flow times means winning greyhound racing space something absurd growing fond ks need really explicit argument familiar lit feminism racism empiricist heart political theorist wont theory thats explained clear alt whether affirm negate resolution stances take treat lay ks explain idiot cant explain k shouldnt reading strike plan run cp evaluate cp eyes cp belongs policy ld end together dead set running cp pic evaluate wont flow wasted x amount pics inherently abusive place intervene ballot pf flow relaxed techtruth inclined believe impactful truth blippy tech consider techtruth plan run spark argue climate change extinction economic collapse need see strong link level need materialize links access impacts question links impacts clear often times rounds come impacts plans cps pf inherently event nsda rules flow may win flowing consider strike strategy pf isnt policy ks stock ks lazy run capitalism k run capitalism k running k need able explain happens alt true weigh whether spend k given short speeches pf first summary extend defense need extend defense unless second rebuttal frontlined case scenario first summary must extend defense regardless first summary needs extend turns flow cxanything comes crossexamination considered needs mentioned speechesdont rude grand cx thats problem gcx given low point wins team rude gcx live let openly sexist racist abelist xenophobic homophobic insert discriminatory adjective lose,3
278,hi name syed hasan rizvi lay judge pay attention content preferences talk speed able understand understand lot say however pointless cannot understand try stay within polite another heated rounds however rudeness tolerated take note may able understand terminology fun,1
279,advisor basis chandler experience mainly looking communication,1
280,take detailed notes flow flow cross examinations seeing specific piece relevant decision ask care logic strength link chains quality matters extend arguments dropped argument hold speed arguments delivered issue words become garbled unintelligible thus careful spreading chose method try use allocated easier follow see debaters fun respect art,2
281,hi name kay rollins freshman harvard university competed potomac school virginia five years extemp oratory public forum heres generally look pf preferences 1 signpost speeches clearly cant tell go happens lost 2 weigh arguments tell arguments matter becomes harder evaluate arguments opponents 3 flow crossex doesnt mean listening count 4 spreading theory 5 fun relaxed extemp 1 personal agds nontopical agds topic syria compare middle school lunchroom dynamic fight siblings 2 points distinct clear ie bleed points 3 point change something specific change ie certain law regulation etc would happen 4 hate extemp rounds everyone trying fit mold extemper arent comfortable fun interp1 mainly goes di poi remember something sad shocking suicide assault etc doesnt piece additionally give audience trigger warning performance includes depiction type events events 1 fun respectful try arguments performance 2 discriminatory actions language result automatic drop luck look forward watching speeches problems email kayrollins gmailcom,2
282,use pronouns pf charlotte catholic 4 years hs currently american parliamentary yale university member yale association ethics politics economics global affairs double major preferences love god person totally get rage comes passion youre rude condescending enjoyment happily dock speaker points signpost gets messy idea flow speed fine second rebuttals need contain responses opps case frontlines responses first rebuttal extend warrants reasoning weighing really important clean ballot something dropped summary voting weighing theres massive clash tell prefer arguments either wash teams summaries ff mirror share coherent message side humor sarcasm fun exciting rude questions pls let know,2
283,hey name venkat abhishek sambaraj debated four years high school career local state national level well experienced community focused heavily domestic extemporaneous speaking public forum participated oratory informative congress paradigms follows weigh analysis presentation especially extemporaneous presentation still required provide solid analysis may convinced give higher rank oratory informative course presentation public forum public forum three years able flow keep track see clash weigh lets know collapsing crystalizing important go every single argument flow always frontlines second speaking team address attacks made opponents really see ks theories pf leave ld policy ask card looked definitely look feel card thats heavily clashed upon may request ends final thing comes crossfire ask questions relevant douche comes questioning aggressiveness long stays respectful isnt rude,2
284,morning rhetorician look language definitions burden aff evidentiary support critical ensure sources recent,1
285,hi amal freshman harvard background congress apda judging preferences pretty standard couple things keep mind spread need go speed faster typically talks get arguments thats totally fine need understandable youre struggling breathe mixing words likely able sense youre saying either cant flow full argument theory try run theory likely opponents expect competitors debating topic hand weigh everything say need spell links impacts matter opponents consistently connect every argument back main,2
286,competed public forum 4 years poly prep 20142018 coached lake mary prep hm 20182019 currently coach poly prep 20192021 add email chain hschloss2 gmailcom blippy turns comparative weighing tell better bad bad speaks,2
287,civil times especially cross adhomonym attacks ever severe impediment speaking keep otherwise big fuss need prep let know tell used means giving verbal feedback otherwise luck fun,2
288,lay judge specifically entails 1 spreading blippy arguments theory ks etc moreover put huge emphasis presentation skills ability speak well slow confidently 2 need clear warranting clear link chains clear impact analysis assume super well versed topic explain everything 3 absolutely technical terms high chance know mean emphasizes need explain everything,1
289,email aniksen dukeedu lay judge use weighing write ballot ask questions know specific preferences auto 29 speaks speak conversational speed entire,1
290,parent judge new judging new topic explain arguments thoroughly avoid jargon spread speak reasonable pace cannot follow argument signpost,1
291,background judging tournaments past two three years hobby passion things presentation skills confidence delivery well constructed along introduction brief provide proper arguments background creative arguments things speak fast speak fast need ensure others sense cant show asked able answer clearly point question asked,2
292,first judging public forum consider amateur parent judge said daughter debating year competitive level familiar layout rounds pf comfortable medium level speed fast speak clearly ensure accurate delivery content flow decision mainly strength contentions win basis weighing final focus expect teams respectful background finance daughters attend horace mann bergen county club,1
293,lay judge judged pf debates past preferences speak slowly especially talking major argument progressive arguments theory provide warrants implications clear points weighing use jargon understand focus quality argumentation delivery easier judge summarize possible keep track mind low level interruption lively back forth overly aggressive offensive,1
294,lay judge value speaking logical arguments arguments straight forward understandable clear impacts eye contact would nice respect manner important avoid jargon,1
295,hello monali phd health economics enthusiastic parent middle school debater third judging formal updating paradigm look honest clear concise opinions debaters mannerism presenting important give points based content presentation preparation background research would prefer debater pace rush content follow clear decent speed speak pace allow say respectful sensitive team members opinions use vocabulary easily understood clear diction importantly learn fun,1
296,international student harvard experience apda bp world schools formats weigh nice things 1 warranting 2 try best understand spreading likely understand 300+ wpm 3 evaluate theory merits explain everything carefully much experience,1
297,coach since 1996 started team clover park high school 3 years coach puyallup high school since 2000 competed high school college policy ld platforms interpcharter board member womens institute general scale 110 1low 10 high speed 6ish 7 ish ridiculously cleartopicality 3 little regard going better card table violation crystal clear beyond egregiouskritical arguments depends interested language kritiques generally speaking little tolerance pomo philosophy vast majority authors debaters context without knowledge consideration overall work makes lopsided frankly ridiculous debates debaters arguing far outside rational context philosopher clear mud laughable interpretation original work super expert philosophy rather lit teacher feel theres something goes teaching practice buy shallow faulty interpretation dreary hours teacher torture working close reading practices sigh outside interested 7ish level framework 9 favor depth v breadth evaluate framework arguments believe create really interesting level comparison drives crazy appears assumption framework donedeal way view framework faulty counterintuitive job teams advocate framework logic behind frameworktheory 8ish generally fascinated quickly frustrated frequently feel theory arguments words page debaters something bought online coach created top teams school put together camp quickly falls category pomo ks mejust thing sure else label mention struggle lot multiple worlds advocacy negative team obligation put together cohesive strategy ive explained multiple times get disagree point becomes part advocacy know little extra work easiest teams explain general philosophy simply saying teacher involved activity bc educational value simply game go ahead lump perf con whole multiple worlds advocacyok general paradigm 1 play nice hate debater rude partner team yes competition theres nothing less compelling someone whose bravado pushed passed ability pushed partner swagger thing obnoxiousness another aware language sexist racist homophobic language tolerated mind issue affect speaker points potentially 2 flexible game rules ever changing way debated dramatically different way debated today versus way people 20 years believe requires flexible paradigm philosophy however believe game hate teams tell believe winning without reference opponents positions analysis venn diagram mind tchart actually believe anyone tabula rasa believe judge says indicating try listen argument judge solely merits however believe come rounds preconceived notions heads thus never tabula rasa try best blank slate believe philosophy shed light preconceived notions job debaters mine weigh leave comparison framework evaluation,3
298,flow judge looking 1 solid logic reasoning 2 strong advocacy position 3 clever usage opponents 4 clear communication 5 open new ideas outofthebox thinking 6 prefer dialogue monologue initial phase constructives luck everyone,2
299,hello sophomore university vermont majoring chem econ debated british parliamentary morehouse social justice styles headsup firsttime seeing policy forum first judging hs ms tournament best luck,1
300,parent judge first timer say clearly articulate points well polite slow respectful fun,1
301,pf hamilton four years national circuit tech truth threshold responses crazy arguments inherently lower need defense first summary unless second rebuttal frontlines really fw progressive arguments theory k etc earlier weighing better email chains use arsingh4 asuedu,2
302,hi kiran sophomore university studying ia pf 4 years hs consider meflay feel free tell pronouns names starts add email chain kiran70802 gmailcom general stuff pretty basic 1 handle speed since online college wifi go fastest 2 basic jargon fine dl turn extend frame go crazy 3 write card names stats warrants yes names sources years mention card name explain ill confused 4 extend warrants impacts quantified preferably plz voted said summary final focus weigh 5 know evaluate theory ks wanna try lol 6 7 sus wont hesitate call 8 finally rude fun,2
303,speak slowly clearly respect opposing team crucial,1
304,debated cx throughout high school coached judged college 30 years ago getting back judging may bit rusty update paradigm ive rounds get back groove couple thoughts open arguments judge advocate particular paradigm feel free general appreciate debaters job framing decision really appreciate signposting especially debates online zoom much easier follow clearly outline arguments help follow logic opponents logic refuting point point ok speed preference faster go important signposting ensure main points stick respectful opponents thanks,2
305,add email chain thadhsmith13 gmailcom live united states likely judging late night early morning apologize cheery update harvard 22 englands getting hit storm eunice right internet connection might get pretty spotty tab aware freak drop suddenly pause ill try rejoin phone important disclaimer case deals sexual assault way give heads perfectly capable judging would appreciate warning caught guard background middle high school saw success state national level 10th nats 2019 coach different middle high school programs around puget sound area compete university level content manager talkmaze graduate student university essex studying theory practice human rights whole paradigm stuff pf applicable ld viceversa ethics paraphrase see actual cut cards bonus points literally index cards used 90s typically call point contention throughout follow along sent chain chat disclose probably see youve misrepresented miscut inserted words otherwise muddled consider regardless whether opponent called ethics prereq speed congress philosophy congress judge congress public forum philosophy game important thing game win second important thing fun end generally tech truth job weighing bother explaining extensions line two blur linebyline matters lot means frontlining second rebuttal means respond arguments order makes sense flow means actively extending arguments extend arguments subject extensions two notes first extension work need tell argument works important always three sentences less cant argument probably isnt realistic telling extend hendrickson card means nothing flow names second ill let kick argument sides agree saying arent gonna go doesnt mean opponent cant keep bringing bring arguments cant bothered defend throughout goes double progressive argumentation public forum fiat almost always going thing theres reason pf topics usually ask policy idea thing happen said politics das work provided relate political consequence policy enacted saying policy wont happen politics kritiks theory fine pf mindful constraints kritiks focus explaining cards work alternative theory sure theres legitimate violation something youre willing bet whole theory exists create norms wont frivolous theory wont shell arent actively embodying norm youre proposing flex prep exist open crossfires exist whole crossfire doesnt matter much still shouldnt contradict cross lincoln douglas philosophy strongly dislike util frameworks doesnt mean wont need go deeper greater convinced spread philosophy theory flow write dissertation work still barely understand going understand youre saying youre going 500 words per minute must spread framework k send case prepared explain next enjoy framework something find missing lot modern ld rounds best parts ld getting see different philosophies engage gonna see thru framing fine condo fiat counterplans paraphrase rehilight run frivolous theory theory fine theory long legitimate norm legitimate violation run frivolous theory going something debaters sit speeches example run theory isnt norm youre actively run disclosure theory didnt disclose either preference dtd vs dta competing interpretations vs responsibility lean rather heavily towards theory rvi especially pf debates often becomes argument speaker points theyre dumb shouldnt used tiebreaker mine skew high backup paradigm located,3
306,pf dalton 4 years freshman college however long unsafe environment anyone room ill adapt try fun ill argument long warranted weighed isnt problematic weigh argument havent prepped feb topic facebook message email rebeccasolomon collegeharvardedu questions concerns happy discuss,3
307,fine arguments long respectful offensive debaters must speak clearly order hear understand see claims made prefer intervene upto debaters highlight important,2
308,public forum coach big advocate empowering student voice matter whether speak quickly slowly thats matter comfort impressed sound research critical thinking persuasive argumentation outline intentions accomplishments clearly important anything respect opponents experience debating present valid arguments tell everything said wrong judicious debater consider arguments convincing terms impact use crossfire clarify misconceptions place bring new information call cards seeing bring true value sometimes done stall often exposes less stellar careful set trap tell everything opponents done failed unless without question respectful room enjoy reflect grow every debating experience try give best feedback help learn grow,2
309,hello name victoria sophomore college public forum 7th11th grade reason flow judge sure extend arguments throughout address dropped address framework given final speeches give clear voters logic reason still important extending argument isnt enough explain link chain convince prefer teams keep track take long finding sending cards,2
310,competitor 80s last 6 years advising assisting team selfdirected debaters attend camps private coaching past 4 years ive stepped judge pf team grown fine speed speaking long enunciation compromised new pf immersed regularly suggest using lot jargon acronyms without explanation,2
311,parent lay judge effort flow go slower help avoid using jargon terminologies clear concise arguments rebuttals respond side without condescending would see compare impacts arguments opponents clearly prove better crossfires something say crossfire sure bring later best luck fun,1
312,lay judge parent judge judged 10s ld pf debates formats take detailed notes able follow fast pace delivery sure enough qualify flow judge request debates slow able follow along need cross check notes tabulate results come decision would able provide comments end efforts provide detailed written feedback turn ballots fait assumption debaters made efforts verify reliability credibility validity sources citing debater feels otherwise opponents sources would hear appreciate civic respectful discourse use lot jargon lay judge would probably understand,1
313,hello everyone caveat speak reasonable speed slow keep pace reasonable person would understand judging philosophy simple come structure logical arguments short summary shall consider debating according present less know prefer long extensive arguments come stage give handful strong arguments impact assessment points rebuttals go refer specific points 1 topic knowledge need scared unknown topic wont judge past knowledge topic rather give weightage interpret explain initially may get brownie points insert fact impress 2 jargons speed go fast order keep forth points disturb flow either select sensible number points shorten order present wisely unable match speed chances lose 3 rebuttals would love hear logical rebuttals even wacky ones wont harm sure tell flow ill really numbering responses things makes flowing easier everyone 4 summary summary ill appreciate specific add couple new points prefer reiterating previous ones going judge every word speak sure sense honest pretend knowhow well feel free ask questions may starts best,2
314,congress coach ld throughout high school state + nationally long youre clear work preference run ill give said realm choose run youre gonna go hard fw debates reason ill tell dang near every ive judged since august kids real messy roadmaps stress gotta clear signposting go flow voters doesnt matter tell youre youre speed isnt issue given online might connection issues would prefer spread fastest degree unless wicked wifi avoid flex prep,2
315,third year lay parent pf judge usually familiar topics judging tournaments daughter participates aff neg discussed around dinner table speed fine find much interesting listen people talking rather listen people reading loud using statistics quoting numbers explain important support contentions arguments otherwise usually find meaningless intense crossfire great keep polite respectful luck,1
316,history participated lincolndouglas policy public forum congressional vast majority spent traditional district lincolndouglas said believe varied background allow understanding progression format entirely shut hearing anything might wear smile face voted things topicality theory stuff get specifics ld first foremost lincoln douglas evaluative doesnt always necessarily call specific action sometimes calls justifying action state buy always plan additionally mindset framework substance tend favor substance lot said amount discussion sides even better hear resolution policy started degenerate area series kritiks bad topicality argumentation walk expecting resolution id talk things pertaining resolution possible role ballot begins beginning better debater change let know tend finally terms hate calling cards central leaves everything riding piece ill call key reason miss flow judges human pf integral aspect public forum topical stance pretty firm reliant frivolous theory strike feel free run whatever arguments find ample really dive much kritiks theory general give try go guess would rather focus topical last note mean spirited say something literally makes sense tell flaw show flaw calling racists anything learning event safe academic space everyone summation run whatever happiest might show mine great respectful fun,2
